,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
109492,226983,0,Cash loans,M,N,N,1,135000.0,354276.0,25803.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.020246,-12620,-5083,-648.0,-4866,,1,1,0,1,0,0,Laborers,2.0,3,3,FRIDAY,7,0,0,0,1,1,0,Business Entity Type 2,0.1068517591314262,0.4360792752551333,0.646329897706246,0.0165,,0.9861,,,0.0,0.069,0.0417,,,,0.0148,,0.0,0.0168,,0.9861,,,0.0,0.069,0.0417,,,,0.0154,,0.0,0.0167,,0.9861,,,0.0,0.069,0.0417,,,,0.0151,,0.0,,,0.0117,,No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
293510,440039,0,Cash loans,F,N,Y,0,135000.0,358443.0,17563.5,252000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-12091,-382,-115.0,-3073,,1,1,0,1,1,0,Core staff,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Bank,0.2614739040673566,0.5176034754865235,,0.0546,0.0632,0.9985,0.9796,0.1317,0.0576,0.0497,0.2358,0.2775,0.0105,0.0444,0.063,0.0004,0.0239,0.0431,0.0395,0.9985,0.9804,0.0863,0.0403,0.0345,0.25,0.2917,0.0074,0.0321,0.0619,0.0,0.0,0.0427,0.0388,0.9985,0.9799,0.1291,0.04,0.0345,0.25,0.2917,0.0074,0.0351,0.0605,0.0,0.0,not specified,block of flats,0.0467,"Stone, brick",No,1.0,0.0,1.0,0.0,-928.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
291215,437367,0,Cash loans,F,Y,Y,0,121500.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-10780,-375,-3659.0,-2707,10.0,1,1,0,1,0,0,Accountants,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Industry: type 3,,0.0399857995520421,0.6263042766749393,0.0124,0.0227,0.9697,0.5852,0.0,0.0,0.069,0.0417,0.0833,0.0,0.0092,0.0102,0.0039,0.0053,0.0126,0.0236,0.9697,0.6014,0.0,0.0,0.069,0.0417,0.0833,0.0,0.0101,0.0106,0.0039,0.0056,0.0125,0.0227,0.9697,0.5907,0.0,0.0,0.069,0.0417,0.0833,0.0,0.0094,0.0103,0.0039,0.0054,reg oper account,block of flats,0.0091,"Stone, brick",No,0.0,0.0,0.0,0.0,-417.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
201999,334154,0,Cash loans,F,N,Y,0,135000.0,783000.0,26005.5,783000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00496,-18035,-4202,-4833.0,-1361,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,,0.7929980544274429,0.4329616670974407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
115370,233788,0,Revolving loans,M,Y,Y,1,202500.0,405000.0,20250.0,405000.0,Family,Working,Incomplete higher,Married,House / apartment,0.01885,-10586,-1199,-1357.0,-3140,6.0,1,1,0,1,0,0,Managers,3.0,2,2,TUESDAY,9,0,0,0,0,1,1,School,0.4754685783186012,0.4631182473227416,0.5638350489514956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
244449,382944,0,Cash loans,F,N,Y,0,135000.0,675000.0,29862.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-23313,365243,-5959.0,-4796,,1,0,0,1,0,1,,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.6329118188960771,0.5971924268337128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0
247354,386209,0,Cash loans,M,N,Y,0,157500.0,450000.0,32746.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-16283,-4605,-10402.0,-4109,,1,1,1,1,1,0,Laborers,2.0,2,2,WEDNESDAY,10,0,1,1,0,1,1,Other,,0.7660751107206147,0.5585066276769286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1784.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
152613,276881,0,Revolving loans,M,Y,Y,0,157500.0,450000.0,22500.0,450000.0,"Spouse, partner",Working,Incomplete higher,Married,House / apartment,0.00733,-11672,-2712,-3557.0,-4094,13.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.445381309736833,0.6674964753264669,0.7530673920730478,0.1,0.0394,0.9911,0.8368,0.0188,0.1,0.0862,0.3542,0.0417,0.0528,,0.1309,,0.0182,0.0935,0.0408,0.9881,0.8432,0.019,0.0806,0.069,0.3333,0.0417,0.0541,,0.1051,,0.001,0.101,0.0394,0.9911,0.8390000000000001,0.0189,0.1,0.0862,0.3542,0.0417,0.0538,,0.1332,,0.0186,reg oper account,block of flats,0.1016,"Stone, brick",No,22.0,0.0,21.0,0.0,-147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
9191,110686,0,Revolving loans,M,Y,N,2,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-15551,-3392,-907.0,-4211,19.0,1,1,0,1,0,0,Laborers,4.0,3,2,TUESDAY,6,0,0,0,0,0,0,Business Entity Type 3,,0.5148237588537689,0.6925590674998008,0.1691,0.105,0.9886,0.8436,0.0608,0.2,0.1724,0.3333,0.375,0.1343,0.1369999999999999,0.2004,0.0039,0.0854,0.1723,0.1089,0.9886,0.8497,0.0614,0.2014,0.1724,0.3333,0.375,0.1374,0.1497,0.2088,0.0039,0.0904,0.1707,0.105,0.9886,0.8457,0.0612,0.2,0.1724,0.3333,0.375,0.1367,0.1394,0.2041,0.0039,0.0872,reg oper account,block of flats,0.2095,Panel,No,6.0,0.0,6.0,0.0,-1788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155448,280193,0,Cash loans,F,N,N,0,67500.0,536917.5,17275.5,463500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-23648,365243,-410.0,-605,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.6934983675183114,0.2950416881005809,0.656158373001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-934.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
194924,326026,0,Cash loans,F,N,Y,0,157500.0,450000.0,35685.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-10113,-1007,-3791.0,-2790,,1,1,0,1,0,0,Laborers,1.0,2,2,SATURDAY,10,0,0,0,1,1,0,Industry: type 3,,0.3012049902047477,0.2940831009471255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
201432,333495,0,Cash loans,M,N,N,2,171000.0,112500.0,12064.5,112500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0228,-12433,-1680,-1452.0,-4549,,1,1,1,1,1,0,Managers,4.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4433319367106859,0.5669549336588722,0.5691487713619409,0.0327,0.0411,0.9925,0.898,0.0219,0.06,0.0345,0.3958,0.5,0.0439,0.0336,0.049,0.0039,0.019,0.0231,0.0201,0.9926,0.8889,0.0173,0.0403,0.0345,0.3333,0.4583,0.0207,0.0349,0.0296,0.0,0.0082,0.0317,0.0358,0.9925,0.8994,0.0221,0.06,0.0345,0.375,0.5,0.0261,0.0342,0.05,0.0039,0.023,org spec account,block of flats,0.0348,"Stone, brick",No,3.0,0.0,3.0,0.0,-2429.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,1.0
220873,355865,1,Cash loans,F,N,N,0,202500.0,704844.0,34038.0,630000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,0.002042,-17456,-785,-2.0,-997,,1,1,0,1,0,0,,2.0,3,3,FRIDAY,9,0,0,0,1,1,0,School,,0.2524997626002994,0.3893387918468769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0
265133,407050,0,Cash loans,F,N,Y,0,135000.0,148707.0,14616.0,139500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.02461,-19033,-10731,-520.0,-2446,,1,1,0,1,0,0,Accountants,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,Other,,0.5778249857903226,0.6610235391308081,0.0866,,0.9881,,,,0.2069,0.1667,,0.0286,,0.0455,,0.1255,0.0882,,0.9881,,,,0.2069,0.1667,,0.0292,,0.0474,,0.1329,0.0874,,0.9881,,,,0.2069,0.1667,,0.0291,,0.0463,,0.1282,,block of flats,0.0631,"Stone, brick",No,0.0,0.0,0.0,0.0,-253.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
167090,293704,0,Cash loans,F,N,N,0,148500.0,808650.0,26217.0,675000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.035792,-19604,-1683,-5953.0,-1866,,1,1,0,1,0,0,Security staff,1.0,2,2,MONDAY,10,0,0,0,0,0,0,Kindergarten,0.8007992796583744,0.2617340739500579,0.3876253444214701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
228878,365106,0,Cash loans,M,N,N,0,247500.0,883863.0,23314.5,737784.0,,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0196889999999999,-14162,-1396,-4845.0,-1177,,1,1,1,1,1,0,Managers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Transport: type 4,,0.6023253611108021,0.3506958432829587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
212898,346709,0,Cash loans,M,Y,N,0,247500.0,350581.5,37755.0,333000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.00733,-13633,-2477,-404.0,-2725,3.0,1,1,1,1,1,0,Drivers,1.0,2,2,WEDNESDAY,16,1,1,0,1,1,0,Business Entity Type 1,,0.0815675543122328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-452.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
38436,144509,0,Cash loans,F,N,Y,0,67500.0,180000.0,11848.5,180000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.025164,-16666,-2589,-8588.0,-36,,1,1,1,1,0,0,Cooking staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.1942151121136184,0.5762088360175724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
282124,426763,1,Cash loans,M,N,Y,1,180000.0,435253.5,21298.5,306000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-12285,-355,-2695.0,-3961,,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 3,,0.7345078637060714,0.100151820337239,0.0722,0.0,0.9831,0.7688,,0.08,0.069,0.3333,0.375,0.0631,0.058,0.0757,0.0039,0.0128,0.0735,0.0,0.9831,0.7779,,0.0806,0.069,0.3333,0.375,0.0645,0.0634,0.0788,0.0039,0.0136,0.0729,0.0,0.9831,0.7719,,0.08,0.069,0.3333,0.375,0.0642,0.059,0.077,0.0039,0.0131,reg oper account,block of flats,0.0685,Panel,No,5.0,1.0,5.0,1.0,-313.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
99152,215120,0,Cash loans,F,N,Y,0,90000.0,148500.0,15723.0,148500.0,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,0.015221,-20650,365243,-6126.0,-4180,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,8,0,0,0,0,0,0,XNA,,0.6419478097136025,0.5100895276257282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
180776,309501,0,Cash loans,F,N,Y,1,109800.0,526491.0,18909.0,454500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-13530,-1890,-1392.0,-2733,,1,1,1,1,1,0,Laborers,3.0,2,2,TUESDAY,8,0,0,0,0,1,1,Industry: type 3,,0.1631870354642708,0.5280927512030451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1483.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
152947,277267,0,Cash loans,F,N,Y,0,270000.0,1006920.0,42790.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.002042,-21883,365243,-889.0,-4925,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.1934326326086397,0.4170996682522097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1016.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
143799,266735,0,Cash loans,F,N,Y,0,315000.0,1350639.0,39622.5,1057500.0,Family,Working,Incomplete higher,Married,House / apartment,0.032561,-16364,-5929,-8776.0,-4133,,1,1,0,1,1,0,Core staff,2.0,1,1,SATURDAY,17,0,0,0,0,0,0,Trade: type 7,,0.8016303019426145,,0.3278,0.15,0.9876,0.83,0.1102,0.4,0.1724,0.4583,0.5,0.0894,0.248,0.3634,0.0888,0.0305,0.334,0.1557,0.9876,0.8367,0.1112,0.4028,0.1724,0.4583,0.5,0.0914,0.2709,0.3786,0.0895,0.0322,0.331,0.15,0.9876,0.8323,0.1109,0.4,0.1724,0.4583,0.5,0.0909,0.2522,0.3699,0.0893,0.0311,org spec account,block of flats,0.2924,Panel,No,0.0,0.0,0.0,0.0,-874.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
278509,422682,0,Cash loans,F,Y,N,1,135000.0,254700.0,14751.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-18249,-3591,-9240.0,-1802,9.0,1,1,0,1,0,0,,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7093089061939994,0.3962195720630885,0.0082,,0.9722,,,0.0,0.0345,0.0417,,0.0068,,0.0056,,,0.0084,,0.9722,,,0.0,0.0345,0.0417,,0.0069,,0.0059,,,0.0083,,0.9722,,,0.0,0.0345,0.0417,,0.0069,,0.0057,,,,block of flats,0.0065,Block,No,2.0,0.0,2.0,0.0,-2131.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
49025,156770,0,Cash loans,F,N,N,0,225000.0,1006920.0,38484.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-23671,-3755,-4952.0,-5161,,1,1,0,1,1,0,Sales staff,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6904771578869712,,0.0825,0.0583,0.9737,0.6396,0.0069,0.0,0.1379,0.1667,0.2083,0.0598,0.0672,0.0637,0.0,0.0,0.084,0.0605,0.9737,0.6537,0.0069,0.0,0.1379,0.1667,0.2083,0.0612,0.0735,0.0664,0.0,0.0,0.0833,0.0583,0.9737,0.6444,0.0069,0.0,0.1379,0.1667,0.2083,0.0608,0.0684,0.0649,0.0,0.0,reg oper account,block of flats,0.0539,"Stone, brick",No,0.0,0.0,0.0,0.0,-379.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
297564,444733,0,Cash loans,F,N,N,0,157500.0,1336608.0,48141.0,1080000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-20955,365243,-10483.0,-4512,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.7183186626956156,0.4294236843421945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2079.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
61475,171295,0,Cash loans,F,N,Y,1,67500.0,158148.0,7501.5,103500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13467,-3428,-1055.0,-2504,,1,1,0,1,1,0,Medicine staff,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Medicine,0.3859050759006541,0.6497900815496498,0.7062051096536562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-169.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
272890,416358,0,Cash loans,F,N,Y,0,180000.0,333337.5,35896.5,301500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-14627,-375,-8682.0,-161,,1,1,0,1,1,0,Laborers,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.5805751175650391,,0.1485,0.0924,0.9841,,,0.16,0.1379,0.3333,,0.1001,,0.1494,,0.0,0.1513,0.0958,0.9841,,,0.1611,0.1379,0.3333,,0.1024,,0.1556,,0.0,0.1499,0.0924,0.9841,,,0.16,0.1379,0.3333,,0.1018,,0.1521,,0.0,,block of flats,0.1366,Panel,No,8.0,1.0,8.0,1.0,-671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
276093,419949,0,Cash loans,F,N,Y,0,72000.0,225000.0,24232.5,225000.0,Children,Pensioner,Secondary / secondary special,Widow,House / apartment,0.015221,-24768,365243,-6445.0,-4002,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.4567305695120089,0.7992967832109371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121755,241156,0,Cash loans,M,N,N,0,495000.0,935640.0,93487.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-15480,-3091,-4779.0,-4689,,1,1,1,1,0,0,Managers,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.4168790586067537,0.7011311631410482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1848.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
212922,346738,0,Cash loans,F,N,Y,1,202500.0,1029784.5,54994.5,927000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007305,-11233,-270,-5783.0,-3376,,1,1,0,1,0,0,Medicine staff,3.0,3,3,THURSDAY,13,0,1,1,1,0,0,Business Entity Type 3,0.3203064693604174,0.6022310745470771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-531.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
204135,336659,0,Cash loans,F,N,Y,0,157500.0,253737.0,16344.0,229500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,With parents,0.009175,-23066,365243,-12862.0,-4109,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.6691300470253838,0.4418358231994413,0.0819999999999999,0.041,0.9747,,,0.0,0.1379,0.1667,,0.0161,,0.066,,0.0,0.083,0.0019,0.9747,,,0.0,0.1379,0.1667,,0.0,,0.0642,,0.0,0.0828,0.041,0.9747,,,0.0,0.1379,0.1667,,0.0163,,0.0672,,0.0,,block of flats,0.0484,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
137731,259727,0,Cash loans,M,Y,Y,0,225000.0,1035072.0,30393.0,864000.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.030755,-14771,-892,-1370.0,-4513,10.0,1,1,0,1,0,0,,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 7,,0.7794617387330945,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1849.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
